,relevancy,text
10,0,"Repertoire des Deutschen Volkstheaters. Samstag den 29. Januar:
„Josephine.“ Sonntag den 30., Nachmittags halb 3 Uhr: „Doctor Klans.“ Abends
halb 8 Uhr: „Hans Huckebein.“ Montag den 3I.: „Hans Huckebein.“ Dienstag
den 1. Februar: „Die Bürgermeisterwahl.“ Mittwoch den 2., Nachmittags
halb 3 Uhr: „Der Bauer als Millionär.“ Abends halb 8 Uhr: „Josephine.“
Donnerstag den 3, (bei ermäßigten Preisen): „Figaro's Hochzeit.“ Freitag den 4.:
„Hans Huckebein.“
Repertoire des Raimund-Theaters. Samstag den 29. Januar: „Der
Verschwender.“ Sonntag den 30., Nachmittags halb 3 Uhr: „Des Meeres und
der Liebe Wellen.“ Abends halb 8 Uhr: „'s Katherl.“ Montag den 31.: „FrouFrou.“ Dienstag den 1. Februar (zum erstenmale): „Heimkehr.“ „Schlingen.“
(Anfang 7 Uhr.) Mittwoch den 2., Nachmittags halb 3 Uhr: „Das Mädel aus der
Vorstadt.“ Abends halb 8 Uhr: „Heimkehr.“ „Schlingen.“
Repertoire des Carl-Theaters. Samstag den 29. Januar: „Die Pariserin.“
Sonntag den 30., Nachmittags halb 3 Uhr (bei ermäßigten Preisen): „Ledige
Leute.“ Abends halb 8 Uhr: „Die Pariserin.“"
11,0,"Repertoire des k. k. Hof-Operntheaters. Montag den 31. Januar
„Djamileh.“ „Rund um Wien.“ Dienstag den 1. Februar: Erste Opern=Redoute.
Mittwoch den 2.: „Lohengrin.“ Donnerstag den 3.: „Norma.“ (Norma, Frau Lilli
Lehmann, königlich preußische Kammersängerin, als Gast.) Freitag den 4.: „Manon.“
Samstag den 5.: „Hans Heiling.“ Sonntag den 6.: „Dalibor.“
Repertoire des Deutschen Volksthesterz. Montag den 31. Jannar
„Hans Huckebein.“ Dienstag den 1. Februar: „Die Bürgermeisterwahl.“ Mittwoch
den 2., Nachmittags halb 3 Uhr: „Der Bauer als Millionär.“ Abends halb 8 Uhr:
„Josephine.“ Donnerstag den 3. (bei ermäßigten Preisen): „Figaro's Hochzeit.“
Freitag den 4.: „Hans Huckebein.“ Samstag den 5. (zum erstenmale): „In Behandlung.“ (Anfang 7 Uhr.) Sonntag den 6., Nachmittags halb 3 Uhr: „'s Jungferngift.“ Abends halb 8 Uhr: „In Behandlung.“ Montag den 7.: „Hans Huckebein.
Repertolre des Raimund-Themters. Montag den 31. Januar: „FrouFron.“ Dienstag den 1. Februar (zum erstenmale): „Heimkehr.“ „Schlingen.“
(Anfang 7 Uhr.) Mittwoch den 2., Nachmittags halb 3 Uhr: „Das Mädel aus der
Vorstadt.“ Abends halb 8 Uhr: „Heimkehr.“ „Schlingen“ Donnerstag den 3.:
„Die Leni.“ Freitag den 4.: „Heimkehr.“ „Schlingen.“ Samstag den 5.: „Hoch
hinaus.“ Sonntag den 6., Nachmittags halb 3 Uhr: „Lumpacivagabundus.“ Abends
halb 8 Uhr: „Die Leni.“ Montag den 7.: „Frou=Frou.“ Dienstag den 8.: „Heim¬"
12,0,"Repertoire des Raimund-Theaters. Sonntag den 30. Januar, Nachmittags halb 3 Uhr: „Des Meeres und der Liebe Wellen.“ Abends halb 8 Uhr:
„'s Katherl.“ Montag den 31.: „Frou=Frou.“ Dienstag den 1. Februar (zum;
erstenmale): „Heimkehr.“ „Schlingen.“ (Anfang 7 Uhr.) Mittwoch den 2., Nachmittags halb 3 Uhr: „Das Mädel aus der Vorstadt.“ Abends halb 8 Uhr: „Heimkehr.“ „Schlingen.
Repertoire des Carl-Theaters. Sonntag den 30. Januar, Nachmittags
halb 3 Uhr (bei ermäßigten Preisen): „Ledige Leute.“ Abends halb 8 Uhr: „Die
Pariserin.“
Repertoire des Theaters an der Wien. Sonntag den 30. Januar,
Nachmittags halb 3 Uhr (bei bis über die Hälfte ermäßigten Preisen): „Der
Bettelstudent.“ Abends halb 8 Uhr: „Der Opernball.“
Repertoire des Theaters in der Josephstadt. Sonntag den 30. Januar, Nachmittags halb 3 Uhr (bei bis über die Hälfte ermäßigten Preisen): „Ein
Böhm' in Amerika.“ Abends halb 8 Uhr: „Lola's Cousin.“
Repertoire des Bösendorfer-Saales. Samstag den 29. Januar: Hausmann=Baumayer."
13,0,"den
[Repertoire des Raimund=Theaters.] Sonntag
30. Januar, Nachmittags ½3 Uhr: „Des Meeres und der
Liebe Wellen. Abends ½8 Uhr: „'s Katherl.“ Montag den 31.:
„Frou-Frou.“ Dienstag den 1. Februar (zum erstenmale): „Heimkehr. Hierauf (zum erstenmale): „Schlingen. Von Rudolph Holzer.
Anfang 7 Uhr. Mittwoch den 2., Nachmittags halb 3 Uhr: „Das
Mädl aus der Vorstadt. Abends ½8 Uhr: „Heimkehr. Hierauf:
„Schlingen. Donnerstag den 3.: „Die Leni.“ Freitag den 4.:
„Heimkehr. Hierauf: „Schlingen. Samstag den 5.: „Hoch hinaus.
Sonntag den 6., Nachmittags ½3 Uhr: „Lumpacivagabundus.
Abends ½8 Uhr: „Die Len. Montag den 7,: „Frou-Frou.
Dienstag den 8.: „Heimkehr. Hierauf: „Schlingen."
14,0,"Ueberfahrtsstelle der Kufsteinerstraße ein nicht ganz
harmloser Vorgang ab, der so recht geeignet erscheint, die unabweisbare Nothwendigkeit einer baldigen Regelung dieser gefahrvollen Passage vor
Augen zu führen. Nachdem ein halber Güterzug
und mehrere Locomotiven eine halbe Viertelstunde
rangiert hatten, glaubte der Schrankenwärter der
Ungeduld des zahlreich zu beiden Seiten der
Schranken wartenden Publicums entgegenkommen
zu müssen und öffnete dieselben noch vor der Durchfahrt des bereits hörbaren Nord=Süd=Exprefszuges.
Auf dem Bahnkörper angelangt, hörten die Passanten das Hornsignal des Bahnwärters und sahen
im nächsten Augenblick auch schon den Expresszug
in bedenklicher Nähe heransausen. Es entstand eine
gelinde Panik, die hart an den Schranken in einem
Menschenknäuel ihren Ausdruck fand. Beim Durchfahren des Zuges befanden sich noch einige Passanten innerhalb der Schranken. Ein Unglück hat
sich diesmal nicht ereignet, obs aber immer so
glimpflich abgeht, ist eine sehr bedenkliche Frage
(Verirrte Touristen.) Man schreibt aus
Berchtesgaden, 16. Juli: In der vergangenen
Nacht hörte die Sennerin der über Vorderbrand
gelegenen Scharitzkehlalpe einen Schuss. Am Morgen vernahm sie Hilferufe von den Wänden des
Hohen Göll her und sah nun mit Hilfe eines
Fernrohres zwei Herren, die mit einem rothen
Tuche zu winken schienen. Die Sennerin veranlasste sogleich, dass ein Hüterbub sich auf den Weg
nach Berchtesgaden machte, um den Vorfall bei der
dortigen Alpenvereinssection zu melden. Der Knabe
traf nachmittags in Berchtesgaden ein und um 7
Uhr marschierten drei Führer mit Seilen, Laternen,
Lebensmitteln und allem Nöthigen ausgerüstet, ab,
um nach den Betreffenden, offenbar Touristen, die
sich verstiegen haben, zu suchen. — Die Touristen
wurden noch in der Nacht glücklich zu Thal gebracht. Es waren ein Postbeamter und zwei Studenten aus München, die führerlos eine Tour auf
den Hohen Göll unternommen hatten und nun 2
Tage in den Wänden herumirrten. Ihre Kleider
waren stark zerrissen, verschiedene Effecten mussten
sie in der unwegsamen Felswildnis zurücklassen.
Außer den empfindlichen Qualen von Hunger und
Durst, die sie ertragen mussten, nahmen sie keinen
Schaden und konnten mit eigener Kraft die Rückwanderung antreten."
15,0,"Man hat es also hier, wo sich die Aufmerksamkeit der Bevölkerung auf diese illustren Gäste konzentrierte, mit einer erfreulichen Tatsache zu tun und darf mit Befriedigung darauf
hinweisen, daß man auch den kaufmännischen, also den wirtschaftlichen Erfolg des Besuches der englischen Munizipalität
nicht zu hoch eingeschätzt. Dort, wo so hervorragende Persönlichkeiten Gelegenheit fanden, ihre geschäftlichen Interessen zu
fördern, dort werden dies auch andere fremde Gäste aus dem
Britenreiche zu tun Gelegenheit finden, und in dieser Ansicht
oder Behauptung verbirgt sich eine feste und sichere Grundlage
für den Ausbau und die Ausgestaltung wirtschaftlicher Resultate. Wie hoch daher der Wert eines geregelten und gestärkten
Fremdenverkehres anzuschlagen sei, ergibt sich von selbst. Jeder
Reisende, welchem Beruf er auch immer angehören mag, wird in
der Fremde für all das die größte Aufmerksamkeit an den
ifmühlgneea DE vis-a-vis dem, Tneaterag legen, was eben in sein Berufs= und Exwerbsleben eingreift; er wird alle jene Orte, Etaonssements, öffentlichen Einrichtungen, Institute, Anstalten, Fabriken, Musterniederlagen
und so weiter aufsuchen, welche seinen geschäftlichen und beruflichen Ideenkreis erweitern, seine Fachkenntnisse zu ergänzen
vermögen, und auf diese Weise ergibt sich der kommerzielle
oder universelle Erfolg ganz von selbst. Wir sehen dies eben
jetzt von unseren englischen Gästen und werden es in der
Folge noch öfter festzustellen in der Lage sein, wenn man in
London aus dem Munde der heimgekehrten Vertreter der City.
rfährt. wie man in Wien als Gast aufgenommen ist, als Fremder
leben kann. Diefe traditionelle Empfehlung, welche von Mund"
16,3,"Die Auswanderung über Fiume.
(Telegramm der „Neuen Freien Presse“.)
Fiume, 26. Januar. Nach der Statistik des Fiumaner
Hafenamtes haben im verflossenen Jahre 39.374 Auswanderer die Schiffe der Cunnard Line benützt. Von dieser
Zahl haben sich 1900 Auswanderer im Hafen von Triest
eingeschifft. Rückwanderer sind 1142 in Fiume und 3918
in Triest eingetroffen. Im Jahre 1909 haben bloß 36.823
Auswanderer über Fiume das Land verlassen, so daß sich die
Zahl der Auswanderer gesteigert hat."
17,0,"Köln, 15. September.
Aus Kiel meldet die „Kölnische Zeitung“, daß die
Ausbesserungsarbeiten an dem von Agadir heimgekehrten
Kanonenboot „Panther“ beschleunigt werden, damit das
Schiff in kürzester Frist die westafrikanische Station
wieder aufsuchen könne. Die Steigerung der deutschen
Friedensinteressen in Westafrika erfordere dort eine Verstärkung des Kriegsschiffschutzes. Es sei
daher nicht angebracht, den Kreuzer „Berlin“ zurückzuberufen, wenn der „Panther“ dort eingetroffen sein wird.
Daß mit einer längeren Stationierung des Kreuzers
„Berlin“ in Marokko oder in Westafrika gerechnet wird,
beweist die Meldung, daß große Mengen von Munition
für den Kreuzer verladen wurden."
18,3,"Das ist alles recht schön, aber jedenfalls
ein zweischneidiges Schwert. Angenommen, die
Zahl der Lehranstalten à la Tuskegee verhundertfache und vertausendfache sich und bewirke es zum Schlusse, daß die Neger wirklich eine den Weißen annähernd ebenbürtige
Rasse vorstellen, was werden die Folgen sein?
Für die Union sicher keine sehr erfreulichen.
Zunächst würden die schwarzen Arbeiter und
Handwerker den weißen eine ebensolche Konkurrenz machen, wie gegenwärtig jene ist, die
von den Japanern und Chinesen ausgeübt
wird und die jetzt schon in ihren Anfängen
die Weißen zur Wut treibt. Ein Farbiger
wird immer weniger Bedürfnisse haben als ein
Weißer und weniger auf standesgemäßes Leben
sehen. Er wird“ also immer billiger arbeiten
können als die Weißen. Nun ist schon jetzt
die Zahl der Arbeitslosen n Amerika so groß,
daß alljährlich Hunderttausende das Land ver
lassen, weil sie keinen Verdienst finden können.
Beweis dessen, daß im Jahre 1911 die Zahl
der Rückwanderer größer war als jene der
Einwanderer! Die Trusts halten die Lebens
mittelpreise so unverschämt hoch, daß die Frage
der „großen Lebenskosten“ bereits zur stehenden
Rubrik in den Zeitungen geworden ist und
zu zahlreichen Untersuchungen und Vorschlägen
geführt hat. Wie soll das alles enden?"
19,3,"Bosnische Rückwanderer.
Triest, 10. Jänner. Wie gemeldet, sind mit dem
Lloyddampfer „Leopolis“ weitere siebenh. Aussiebenundneunzig bosnische, faufet#
wanderer, darunter hundert Kinder und fünfzig
Säuglinge, aus Salonich hier eingetroffen. ins
Personen starben während der Reise und m. ###
Meer versenkt. Eine Sanitätskommission unterzog den
Dampfer und die Passagiere einer eingehenden ärztlichen
Untersuchung und konstatierte drei Fälle von der RückBlattern, weshalb die Impfungar wurden
wanderer angeordnet wurde. Bis heute abeno wurden
etwa dreihundert Personen ans Land gebracht, wöährend
sich die übrigen noch an Vord befinden. Nach Tündlichen
der Auschifung wird der Dampfer einer glünbihen
Desinfizierung von San Barthalomän befinden sich
Im Seelazarett von San Datthoromad de Rückderzeit insgesamt gegen sechzehnhu i# #lgemeinen
wanderer. Der Gesundheitszustand ist im algemeinen
gut. Auch die neun an Blattern Erkrantten
Gruppe befinden sich auf dem Wege der Besselung."
20,3,"Die im Auftrag der ungarischen Sektion der internationalen Vereinigung zur Bekämpfung der Arbeitslosigkeit verfaßte Schrift Dr. Ferenczis versucht die Beziehungen des Auswanderungsproblems zur Arbeitslosigkeit darzustellen. In
knaver, übersichtlicher Weise werden die proletarischen Wanderbewegungen dargestellt und ihre Bedeutung für die Volkswirtschaft der Ein= und Auswanderungsländer auseinandergesetzt.
Die Auswanderung ist am größten aus zurückgebliebenen
Agrikulturländern, in denen der Ueberschuß landwirtschaftlicher
Arbeitskräfte von der heimischen Industrie nicht absorbiert
werden kann. Kein Gesetz vermag, wie Ungarn erweist, die
Auswanderung aus solchen Ländern wirksam hintanzuhalten.
Auch aus dem Vergleich zwischen Oesterreich und Ungarn lasse
sich feststellen, daß mit der industriellen Entwicklung die Auswanderung abnimmt. Für
die Agrikulturstaaten müsse der Schlachtruf im Kampfe gegen
die Arbeitslosigkeit und die dadurch hervorgerufene Auswanderung lauten: Staatliche Industrieförderung
und Bodenreform! Welcher Art die Bodenreform sein
soll, wird nicht sehr scharf umschrieben, doch bringt Ferenczi sehr
beachtenswerte Schilderungen über die durch den Großgrundbesitz hervorgerufene Verarmung des Landvolkes in
Ungarn und über die Art wie gegenwärtig die ungarischen
Rückwanderer bei ihrer Neuansiedlung in der Heimat wieder
um die Frucht ihrer Arbeit im Ausland gebracht werden. Sie
verwirtschaften infolge der Ausbeutung durch Bodenwucherer,
den immensen Steuerdruck und der mangelnden Geschäftstüchtigkeit sehr bald ihre Ersparnisse und stehen in kurzer Zeit
wieder dort, wo sie vor der Auswanderung standen: vor dem
Nichts. Ferenczi zeigt, daß die Interessen der Einwanderungsländer denen der Auswanderungsländer vielfach entgegengesetzt
sind und daß nur internationale Vereinbarungen auf
diesem Gebiet brauchbare Reformen schaffen können. Jede
Reform müsse vornehmlich den Schutz der Auswanderer ins
Auge fassen. Ferenczis Arbeit ist eine sehr übersichtliche Studie,
die zur raschen Orientierung über die einschlägigen Fragen
empfohlen werden kann. Julius Deutsch."
21,3,"Halsbänder von Kinderhänden.
Sofia, 16. August. Die in einigen Blättern veröffentlichte Bukarester Meldung, daß nach Aussage von
aus Bulgarien heimgekehrten rumänischen
Offizieren ein bulgarischer Offizier
und mehrere bulgarische Soldaten, die gefangengenommen
worden waren, aus Kinderhänden zusammengesetzte Halsbänder als Amulette
trugen, ist so widersinnig und empörend, daß man nicht
glauben kann, daß rumänische Offiziere eine solche Ungeheuerlichkeit haben behaupten können."
22,3,"Ein Mord infolge der Mobilisierung.
Zu all dem vielen Massenunglück, das die Mobilisierung
mit sich gebracht, dem Elend zahlreicher Frauen und Kinder,
der Zerstörung von Existenzen, ist nun schon der zweite
Mord gekommen. In Kärnten ist vor einigen Wochen ein
Mord begangen worden, weil ein heimgekehrter Reservist entdeckt hatte, daß ihm in seiner Abwesenheit seine Frau untreu
geworden ist. Jetzt ist gar ein Mord geschehen, weil ein Reservist
grob aufgeschnitten hatte und das einen anderen ärgerte.
Darüber wird aus Temesvar telegraphiert: In der Dorfschenke in Nagykastelly (Temesvar) wurden Donnerstag
die aus Bosnien heimgekehrten Reservisten von ihren Angehörigen und Bekannten bewirtet. Die heimgekehrten Reservisten erzählten allerlei „Heldentaten“. Allen übrigen
voran gebärdete sich Nikolaus Suvet als Held. Er erzählte
von den — Schlachten, die sein hart an der serbischen
Grenze stationiertes Bataillon geliefert, und von den Gefangenen, die er gemacht habe. Diese Lügen verdrossen den
24jährigen Iuon Tirzeu, der beim selben Bataillon gedient
hatte. Er strafte den Prahler Lügen; darauf verließ Suvet wutentbrannt das Wirtshaus. Als Tirzeu gegen 9 Uhr abends
nach Hause ging und an der Kirche vorüberschritt, sprang Suvet
aus einem Versteck hervor und stach Tirzeu ein scharfgeschliffenes Küchenmesser bis an den Schaft in die
Brust. Einen markerschütternden Aufschrei ausstoßend, sank
Tirzen blutüberströmt zu Boden. Er war sofort tot. Der
Mörder wurde verhaftet."
23,3,"(Aus Amerika zurück.) Am vergangenen Freitag
sind über den Arlberg 300 österreichische Amerika=Rückwanderer hier durchbefördert worden.
(Aufgespießt.) Gestern morgens gegen 5 Uhr
fand ein Sicherheitswachmann im Durchgange
von der Museumstraße zur Universitätsstraße, der
nur untertags geöffnet ist, beim neuen Gymnasialgebäude den Infanteristen Zarlabak von der
8. Kompagnie des 28. Inf.=Reg. in Uniform in
der unglaublichsten Situation auf dem Zaune
dort hängen. Der Mann wollte in beduseltem
Zustande vom „Deutschen Cafe“ weg den kürzesten
Weg zu seiner Kaserne in der Universitätsstraße
wählen und da sich ihm in dem verschlossenen
Durchgange Hindernisse entgegenstellten, wollte
der Soldat diese dadurch bewältigen, daß er über
den 1 Meter 30 Zentimeter hohen Zaun zu steigen
versuchte. An dem obersten Teile desselben waren
aber etwa 7 bis 8 Zentimeter lange Eisenspitzen
angebracht und an dreien von diesen verhängte
sich Zarlabak in der kompliziertesten Weise. Eine
der Spitzen war ihm in den rechten Fuß gedrungen, eine andere in den Arm, die dritte in die
Schulter und da er seinen Körper nicht mehr
aufrecht zu halten vermochte, sank dieser zu Boden, und durch die Schwere desselben bohrte
sich der Eisenstift immer tiefer und tiefer zwischen
Ferse und Gelenk in den Fuß ein, sodaß der Mann
förmlich an diesem aufgehängt war. Diesen Zustand hätte er wohl nicht lange vertragen, zum
Glücke kam bald nach dem Unfall ein Wachmann
des Weges und mit Hilfe des Schuldieners des
Gymnasiums wurde der Soldat dann aus seiner
kritischen Lage gebracht. Der Wachmann verständigte die Inspektion der Klosterkaserne und
die freiw. Rettungsgesellschaft. Von beiden Sei
ten kam bald Hilfe. Zarlabak hat eine schwere
Verletzung am rechten Fuße erlitten, aber auch an
der Hand, am Rücken und am Arm zeigten sich
Verletzungen. Der Soldat wurde kurz vorher
beim Deutschen Café gesehen."
24,3,"* Das amerikanische Echo. Aus New=York wird
uns vom 1. d. geschrieben: Ein Massenandrang von „Reservisten“ vor den Toren der Konsulate Oesterreich=Ungarns und
Serbiens in New=York und Zeitungsmeldungen aus allen
Staaten der Union lassen keinen Zweifel darüber, daß in
Europa der Krieg ausgebrochen ist. Amerika leidet unter einer
nur langsam weichenden wirtschaftlichen Depression und seit
Monaten machen die Schifffahrtsgesellschaften ihr Hauptgeschäft
an den Massen der Rückwanderer. Allein in New=York drängen
sich nun Tausende von Opfern der Krise, deren Mittellosigkeit
ihnen die Rückwanderung bisher verwehrt hat, in die Vorzimmer
der beteiligten Konsulate, um hier ihre Absicht zu erklären, „zu
den Fahnen zu eilen"", bei kostenfreier Ueberfahrt und
zehn Heller Löhnung den Tag — soweit es sich um
österreichisch= ungarische Reservisten handelt. Und deren
gibt es, wie der amtierende österreichisch= ungarische
Generalkonsul in New=York Ernst Winter schätzt, im ganzen
Lande ungefähr 200.000; in seinem Distrikt, der sich auf die
Staaten New=York, New=Jersey und Connecticut erstreckt, allein
30.000. Die meisten dieser Leute hinterlassen, wenn sie heimgehen,
Familien in Amerika, um deren Unterhalt sich weder die Heimat
Sorge macht noch die amerikanischen Behörden. Der NewYorker Generalkonsul der Doppelmonarchie erwartet, daß 25.000
bis 50.000 seiner Landsleute Kriegsdienst nehmen werden, und
bei der aus allen Großstädten des Landes gemeldeten Umlagerung der Konsulate darf man annehmen, daß er damit
reineswegs zu hoch gegriffen hat. Auf der New=Yorker Ostseite
haben bereis in zahlreichen Versammlungen die Ungarn, Oesterreicher und Kroaten manifestiert, die nach Hause wollen.
Serben gibt es nach der Schätzung des serbischen Konsuls —
der bezeichnenderweise sein Quartier unter dem gleichen Dache
mit dem Großserbischen Bunde hat — im ganzen Lande
nahezu hunderttausend, jedoch handelt es sich hier nur zum allerkleinsten Teil um Serben aus Serbien. Mehr als neunzigtausend
Serben in Amerika entstammen aus Oesterreich. Der griechische
Generalkonsul erwartet zum mindesten wieder einen gleichen
Massenexodus seiner Griechen wie zur Zeit des ersten Balkankrieges. Damals waren es fünfundvierzigtausend Griechen, die
dem Appell des Valerlandes folgten, das indessen, wie man
weiß, seine besten Kämpfer, eben die „amerikanischen Kompagnien“, miserabel schlecht behandelt und die meisten amerikanischen „Freiwilligen“ zwangsweise im Militärdienst festgehalten hat. Wenn der allgemeine europäische Krieg kommt, so
sind es etwa drei Millionen Untertanen der Großmächte, unter
ihnen rund fünf Viertelmillionen Deutsche, die für den Krieg
in Betracht kommen könnten, und schon jetzt kündet man von
österreichischer Seite die Anmusterung einer Viertelmillion junger
kräftiger Deutscher in Mittelwesten der Union an."
25,3,"Triest, 21. Februar. Heute früh trafen an Bord des
Lloyddampfers „Karlsbad“ 186 bosnische Rückwanderer
aus Salonich im Seelazarett von San Bartolomeo ein.
Der Dampfer hatte Salonich am 14. d. verlassen.
Während der Reise starben zwei Frauen, deren Leichen
ins Meer versenkt wurden. Von den hier eingetroffenen Bosniern sind
108 Männer, 58 Frauen und 20 Säuglinge. Die an Bord erschienene Sanitätskommission konstatierte unter den Angekommenen
drei an Blattern Erkrankte, die sich jetzt bereits
auf dem Wege der Besserung befinden; weiter wurden drei
klatternverdächtige Fälle festgestellt. Nachdem alle Rückwanderer
lowie die Schiffsmannschaft geimpft worden waren, wurde
die Ausschiffung der Bosnier durchgeführt. Das Schiff erhielt
sedoch noch nicht die Libera pratica. Von den im Seetazarett schon früher untergebrachten Bosniern ist eine Frau
den Blattern erlegen. Neuerkrankungen sind nicht vorgekommen."
26,3,"Krakau, 17. November. Auf dem hiesigen Bahnhofe wurden
neuerlich 21 stellungspflichtige Auswanderer angehalten,
darunter mehrere Ungarn, welch letztere ihrem Agenten bloß
für die Beförderung über die Grenze je 350 K zahlen mußten.
Nach der Zusammenstellung der Krakauer Polizei passierten vom
1. bis 15. Oktober auf der Reise nach Amerika 2060 österreichische
Auswanderer aus Galizien und 3200 Russen die Stadt, während
in derselben Zeit 2850 österreichische und 960 russische Rückwanderer aus Amerika durch Krakau kommen."
27,0,"Die Wirrungen des Balkankrieges greifen bis über
den Ozean hinüber. Als die großen europäischen Märkte,
London, Paris und Berlin, beim Ausbruch der Katastrophe von schweren Paniken getroffen wurden, waren sie
naturgemäß bestrebt, ihre Engagements, wo dies nur
immer anging, zu vermindern. Am leichtesten und mit den
Meate. d seennden  get inr Seci ter,
Werte; die sehr bedeuten Position., in. Steelskiten.
Bahnwerten und den Titres der #oeutendsten.
unternehmungen wurden gelöst, die Papiere in die
Heimat abgeschoben. Man schätzt in Wallstreet die
Effektenpakete, die so die Rückwanderung über den Ozean
angetreten haben, auf eine Million Stück, dem Werte nach
auf etwa eine halbe Milliarde Kronen. Diese riesigen
Effektenmassen wurden aufgenommen, ohne daß sich die
Kurse nennenswert gesenkt hätten, eine Kraftprobe, die
wohl kein anderer Markt der Erde so leicht bestanden hätte
und die von einer außerordentlich günstigen Auffassung
Newyorks von der wirtschaftlichen Lage in den Vereinigten
 Staaten Zeugnis ablegt. Andererseits ist es begreiflich,
daß die so aufgenommenen großen
lasten und eine Aufwärtsbewegung niederhalten. So hat
sich auch die Wirkung der Präsidentenwahl verflüchtigt und
ist nur ganz vorübergehend am ersten Tage zum Ausdruck
gekommen. Dennoch ist sie ein wichtiges Ereignis für
Amerika wie nicht minder für die ganze wirtschaftliche
Welt. Die noch nie erreichte Mehrheit, mit der der Systemwechsel vollzogen und Wilson für vier Jahre an die Spitze
der amerikanischen Union berufen wurde, der beispiellose
Zusammenbruch der republikanischen Partei geben Zeugnis,
daß in der gesamten Richtung der Politik neue Wege eingeschlagen werden sollen. Aus dem Umstand, daß fast
ganz Amerika, die meisten Staaten und die verschiedensten
Kreise der Bevölkerung für Wilson gestimmt haben, folgt,
daß radikale, grundstürzende Veränderungen von seinem
Regime nicht befürchtet werden. Die Ermäßigung der Zölle
wird die hermetische Abschließung, mit der sich die Vereinigten Staaten seit dem Zollgesetz Mac Kinleys umgeben
hatten, mildern und vielleicht manchen europäischen Industrien den Zutritt zu diesem reichen Absatzgebiet erschlieen.
Gegen die Auswüchse der Trusts wird auch Wilson zu
Felde ziehen, allein die redliche Arbeit, die normale Entwicklung der Industrie hat von ihm nichts zu fürchten.
Manche Züge seines Programms gemahnen an den letzten
demokratischen Präsidenten Grover Cleveland. Die Ehrdie früher in Europa placiert waren, auf dem Marlte"
28,3,"Die Regelung des Auswandererverkehres in
Oesterreich Zwischen der österreichischen Regierung einerseits und dem Norddeutschen Lloyd,
der Hapag, sowie der Austro=Amerikana anderseits ist ein Vertrag zustande gekommen, wonach die deutschen Gesellschaften ihre AustroAmerikana=Aktien einem österreichischen Banken
syndikat übergeben und auf die Option für weitere
Aktien von 4.6 Mill. Kronen verzichten. Die
Triester Auswandererquote wird von 4 auf
7 Prozent und in fünf Jahren auf 10 Prozent erhöht. Die Austro=Amerikana wird
Buchungsstelle für die Aufnahme von Aus
wanderern für alle Gesellschaften, die sich dem
Vertrage anschließen. Die deutschen Gesell
schaften unterwerfen sich der österreichischen
Kontrolle in deutschen Häfen innerhalb der
Grenzen des deutschen Auswanderungsgesetzes.
Die nord= und südamerikanischen Fahrpreise
können von den Gesellschaften zwischen einem
Maximum von 200 Kronen und einem Minimum von 125 Kronen beliebig festgestellt werden. Die Preise darüber oder darunter bedürfen der Genehmigung des Handelsministeriums. Militärpflichtige Rückwanderer sind zu
50 Kronen aus Amerika zu befördern. Die
Canada=Pacific=Bahn wird sich dem Uebereinkommen anschließen."
29,3,"Davon sind allerdings die Rückwanderer abzuziehen;
ihre Zahl belief sich in den fünf Jahren 1908/09 bis
1912/13 auf 330.269. Doch kommen neben diesen überseeischen
Auswanderern noch die Wanderarbeiter in Betracht,
die namentlich das Deutsche Reich aufsuchen; ihre Zahl betrug
in den letzten Jahren vor dem Kriege etwas mehr als
300.000 Mann jährlich. Mag man nun die Verluste an
Volkskraft, die der Krieg der Donaumonarchie beibringt, urch
so hoch anschlagen: es ist zweifellos, daß sie bloß durch eine
Verringerung der Auswanderung in wenigen Jahren wieder
ausgeglichen werden können. Und nicht nur das! Die starke
österreichisch=ungarische Auswanderung ist hauptsächlich hervorgerufen durch die ungünstigen landwirtschaftlichen Verhältnisse des Reiches,
besonders durch das Vorwiegen des
landwirtschaftlichen Großbetriebes in
weiten Gebieten. Jede Verbesserung der
allgemeinen wirtschaftlichen Lage, steigende Nachfrage nach
landwirtschaftlichen und gewerblichen Arbeitern, namentlich
aber eine Umgestaltung der Agrarverfassung im Sinne einer Vermehrung der
kleineren Betriebe muß sie zurückgehen
lassen. Es ist daran nicht zu zweifeln, wenn anders der
Krieg zu einer politischen und wirtschaftlichen Stärkung Oesterreich=Ungarns
führen wird."
